filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
FAR09416_pass_b2a717df_956.fast5	df18ed4f-bd92-4785-8043-1b9c229cc6fe	b2a717df255266c1428d6ef9ef7f36db102942b3	692	189	1	137869.130750	13.984250	11187	TRUE	137869.147000	11174	13.968000	5314	13.973186	3.047357	67.328125	8.522548	67.328125	8.522548
FAR09416_pass_b2a717df_1084.fast5	230dc893-ad87-46de-b20c-3194114fb87b	b2a717df255266c1428d6ef9ef7f36db102942b3	696	461	3	168690.059250	1.778000	1422	TRUE	168690.111750	1380	1.725500	673	13.302199	2.985710	72.441658	9.204351	72.441658	9.204351
FAR09416_pass_b2a717df_1170.fast5	8bf8ae2a-688d-4923-b239-a6c48ceb4cf0	b2a717df255266c1428d6ef9ef7f36db102942b3	705	300	2	212110.752500	4.225250	3380	TRUE	212110.810000	3334	4.167750	1275	17.034651	2.896874	76.191574	9.033900	76.191574	9.033900
FAR09416_pass_b2a717df_892.fast5	42b039b5-50a8-4daf-abfe-fad89340338c	b2a717df255266c1428d6ef9ef7f36db102942b3	711	363	2	125343.207250	2.174750	1739	TRUE	125343.273500	1686	2.108500	749	12.258270	2.934450	65.112267	8.011195	65.112267	8.011195
FAR09416_pass_b2a717df_892.fast5	4c2d5502-c730-49ca-826c-8707cac99320	b2a717df255266c1428d6ef9ef7f36db102942b3	711	188	4	125237.656000	22.539500	18031	TRUE	125237.723500	17977	22.472000	10325	10.614711	3.147663	72.953011	8.522548	72.953011	8.522548
FAR09416_pass_b2a717df_1068.fast5	1bcc07ec-371f-4c02-a01e-a0c0e9461f49	b2a717df255266c1428d6ef9ef7f36db102942b3	739	291	2	163943.992000	10.726750	8581	TRUE	163944.005750	8570	10.713000	3828	14.099955	3.008404	76.532478	10.397509	76.532478	10.397509
FAR09416_pass_b2a717df_572.fast5	61fb5028-b5f0-4340-8421-37169d20dd8e	b2a717df255266c1428d6ef9ef7f36db102942b3	740	110	2	73365.040750	24.456250	19565	TRUE	73365.067000	19544	24.430000	10640	9.970562	3.093738	68.180382	9.033900	68.180382	9.033900
FAR09416_pass_b2a717df_572.fast5	6d995223-a329-4f99-bcfd-0f29d907ac3e	b2a717df255266c1428d6ef9ef7f36db102942b3	740	485	3	73405.947750	19.324750	15459	TRUE	73405.985250	15429	19.287250	8893	12.195534	3.228035	70.737144	9.204351	70.737144	9.204351
FAR09416_pass_b2a717df_360.fast5	d24e96fc-d347-4d12-95d7-dd0653dd2e86	b2a717df255266c1428d6ef9ef7f36db102942b3	747	345	3	44265.862250	36.000250	28800	TRUE	44265.983500	28703	35.879000	13531	14.612695	3.091937	77.725639	9.545254	77.725639	9.545254
FAR09416_pass_b2a717df_509.fast5	87764696-90c2-4560-9b15-feb9211e8166	b2a717df255266c1428d6ef9ef7f36db102942b3	751	270	2	64554.245750	13.798250	11038	TRUE	64554.275750	11014	13.768250	5555	13.021902	3.109864	73.123459	9.204351	73.123459	9.204351
FAR09416_pass_b2a717df_858.fast5	c02cd994-82bd-4c74-8da9-68b1e7cab19b	b2a717df255266c1428d6ef9ef7f36db102942b3	752	412	1	118698.330000	17.244500	13795	TRUE	118698.376250	13758	17.198250	6830	12.456794	3.121192	79.600594	10.056606	79.600594	10.056606
FAR09416_pass_b2a717df_18.fast5	8d02fa55-3b89-4439-ab41-a21d41ad5f7e	b2a717df255266c1428d6ef9ef7f36db102942b3	758	98	2	1992.868000	22.445500	17956	TRUE	1992.899250	17931	22.414250	9054	15.809731	3.174352	71.930305	9.886155	71.930305	9.886155
FAR09416_pass_b2a717df_565.fast5	c28cea7b-46c1-4325-a33e-1c567717aa8f	b2a717df255266c1428d6ef9ef7f36db102942b3	761	123	2	72369.006000	1.833750	1467	TRUE	72369.037250	1442	1.802500	699	14.562845	3.048930	76.702927	8.181646	76.702927	8.181646
FAR09416_pass_b2a717df_1052.fast5	e818f6ea-6b7a-4889-83c2-8f78642ac2d9	b2a717df255266c1428d6ef9ef7f36db102942b3	762	179	1	159792.874250	7.325250	5860	TRUE	159792.891750	5846	7.307750	2591	11.035380	2.908392	76.021126	9.033900	76.021126	9.033900
FAR09416_pass_b2a717df_296.fast5	826b0b5d-b06a-49f4-8faa-41268fed3a7c	b2a717df255266c1428d6ef9ef7f36db102942b3	767	320	1	36069.359750	1.264000	1011	TRUE	36069.383500	992	1.240250	421	12.632576	2.891643	69.032639	6.988489	69.032639	6.988489
FAR09416_pass_b2a717df_693.fast5	60d2e2e0-cda0-4d17-9074-d95ac5094eef	b2a717df255266c1428d6ef9ef7f36db102942b3	769	371	4	91066.547250	10.098500	8078	TRUE	91066.579750	8052	10.066000	3411	12.371038	2.941420	78.407440	9.545254	78.407440	9.545254
FAR09416_pass_b2a717df_227.fast5	95cf8c09-d7a1-4c75-b347-150f0aaadfe5	b2a717df255266c1428d6ef9ef7f36db102942b3	770	242	2	27091.749750	5.391250	4313	TRUE	27091.808500	4266	5.332500	2366	11.027143	3.169612	69.714439	8.863450	69.714439	8.863450
FAR09416_pass_b2a717df_847.fast5	eba0475c-b683-438a-85e2-131e80e8dde3	b2a717df255266c1428d6ef9ef7f36db102942b3	773	392	2	116620.954250	1.758250	1406	TRUE	116620.954250	1406	1.758250	738	13.901648	3.104774	84.884575	8.181646	84.884575	8.181646
FAR09416_pass_b2a717df_931.fast5	fb6993fc-9319-4324-9519-7b9054c55f74	b2a717df255266c1428d6ef9ef7f36db102942b3	781	259	2	133038.648250	4.078750	3263	TRUE	133038.722000	3204	4.005000	1344	13.809558	2.947913	78.918793	10.056606	78.918793	10.056606
FAR09416_pass_b2a717df_931.fast5	33e46d19-faf0-4d62-92bc-b0acfd2e4a21	b2a717df255266c1428d6ef9ef7f36db102942b3	781	322	3	132982.122000	7.726500	6181	TRUE	132982.137000	6169	7.711500	3253	14.482737	3.217331	94.770729	10.738410	94.770729	10.738410
FAR09416_pass_b2a717df_893.fast5	b77d3536-e6be-45bd-a65e-50ff4992274d	b2a717df255266c1428d6ef9ef7f36db102942b3	784	378	2	125530.323000	1.773000	1418	TRUE	125530.330500	1412	1.765500	703	14.542064	3.083555	79.430145	9.545254	79.430145	9.545254
FAR09416_pass_b2a717df_1156.fast5	d63bc394-ebf4-4318-9505-c1b9345a5c8c	b2a717df255266c1428d6ef9ef7f36db102942b3	787	316	4	200601.619250	1.161500	929	TRUE	200601.634250	917	1.146500	397	13.837843	2.939042	74.146164	9.545254	74.146164	9.545254
FAR09416_pass_b2a717df_919.fast5	c75647f0-cd76-4577-a825-28ee04b5d8b4	b2a717df255266c1428d6ef9ef7f36db102942b3	789	234	4	130762.940000	6.054500	4843	TRUE	130763.061250	4746	5.933250	3114	12.937236	3.373926	59.828285	7.670293	59.828285	7.670293
FAR09416_pass_b2a717df_510.fast5	e91c710b-8cb3-435f-bc97-cc6ed6230109	b2a717df255266c1428d6ef9ef7f36db102942b3	811	429	3	64654.685000	1.557250	1245	TRUE	64654.710000	1225	1.532250	669	12.726988	3.122662	73.293907	9.545254	73.293907	9.545254
FAR09416_pass_b2a717df_678.fast5	21afc5d0-d6d9-4cab-afe8-ee3e6c2f4b75	b2a717df255266c1428d6ef9ef7f36db102942b3	814	267	1	88725.781500	6.315000	5052	TRUE	88725.887750	4967	6.208750	2445	11.602907	3.003462	56.419266	7.499842	56.419266	7.499842
FAR09416_pass_b2a717df_678.fast5	2f0caaa9-b2f1-41c1-ac69-7af06b41f981	b2a717df255266c1428d6ef9ef7f36db102942b3	814	400	3	88649.067500	1.611750	1289	TRUE	88649.272500	1125	1.406750	583	10.326752	2.972597	53.692051	6.647587	53.692051	6.647587
FAR09416_pass_b2a717df_280.fast5	50f0d218-e9a2-46e6-bda7-d3b2cd13613d	b2a717df255266c1428d6ef9ef7f36db102942b3	829	252	3	33934.614250	21.812750	17450	TRUE	33934.658000	17415	21.769000	6681	14.660656	2.874748	72.271202	9.374803	72.271202	9.374803
FAR09416_pass_b2a717df_1112.fast5	5640f4ac-24ef-43d3-84b4-bdac88cafdb5	b2a717df255266c1428d6ef9ef7f36db102942b3	840	34	2	177535.529250	2.342500	1874	TRUE	177535.545500	1861	2.326250	1071	9.800502	3.121096	99.372910	9.886155	99.372910	9.886155
FAR09416_pass_b2a717df_906.fast5	18a16eaa-6b0a-4f3b-b896-f7533807e954	b2a717df255266c1428d6ef9ef7f36db102942b3	851	394	3	128114.565750	10.434000	8347	TRUE	128114.619500	8304	10.380250	4376	11.881828	3.140149	76.873383	8.863450	76.873383	8.863450
FAR09416_pass_b2a717df_225.fast5	cf8deb7c-ac6c-4676-866a-e6edc438050a	b2a717df255266c1428d6ef9ef7f36db102942b3	873	101	1	26827.227500	26.198000	20958	TRUE	26827.253750	20937	26.171750	10449	14.425526	3.135447	71.930305	9.374803	71.930305	9.374803
FAR09416_pass_b2a717df_181.fast5	f1ccd339-3043-4bab-92cb-1f006fb5172d	b2a717df255266c1428d6ef9ef7f36db102942b3	876	54	1	21330.544000	0.711250	569	TRUE	21330.547750	566	0.707500	282	15.758981	3.056991	70.907600	8.522548	70.907600	8.522548
FAR09416_pass_b2a717df_353.fast5	68d375a3-da6e-49b6-8c03-7e45698bc87e	b2a717df255266c1428d6ef9ef7f36db102942b3	904	394	1	43433.597500	1.226750	981	TRUE	43433.632500	953	1.191750	434	19.509531	3.030344	78.918793	9.204351	78.918793	9.204351
FAR09416_pass_b2a717df_353.fast5	672ee51b-52c1-421f-8d42-3b638e615233	b2a717df255266c1428d6ef9ef7f36db102942b3	904	293	1	43401.786750	5.440000	4352	TRUE	43401.789250	4350	5.437500	2130	12.993838	3.107943	70.907600	9.886155	70.907600	9.886155
FAR09416_pass_b2a717df_879.fast5	5f64ef7d-ab96-4f1d-ade5-2f6f1e7fa8f5	b2a717df255266c1428d6ef9ef7f36db102942b3	907	128	4	122682.248250	7.709500	6167	TRUE	122682.264500	6154	7.693250	2482	10.279028	2.895174	76.873383	9.715705	76.873383	9.715705
FAR09416_pass_b2a717df_740.fast5	774ac4ed-0f6c-4a2a-ab40-7e7b853e70ef	b2a717df255266c1428d6ef9ef7f36db102942b3	912	236	4	98335.054250	2.667750	2134	TRUE	98335.061750	2128	2.660250	1083	12.082105	3.130297	71.589401	10.738410	71.589401	10.738410
FAR09416_pass_b2a717df_728.fast5	7de295ea-376f-4c14-8c7e-8f27e0c0323b	b2a717df255266c1428d6ef9ef7f36db102942b3	916	17	2	96505.372250	4.739500	3791	TRUE	96505.418500	3754	4.693250	2190	15.758529	3.288079	83.009613	10.056606	83.009613	10.056606
FAR09416_pass_b2a717df_1187.fast5	395c9c0f-e672-4554-b0c2-7c9954e5c09e	b2a717df255266c1428d6ef9ef7f36db102942b3	917	308	1	253385.525000	4.291750	3433	TRUE	253385.541250	3420	4.275500	1487	14.802875	3.006825	89.486755	10.227057	89.486755	10.227057
FAR09416_pass_b2a717df_990.fast5	5ad51c5a-ed24-433d-ac5e-e7f94fd46038	b2a717df255266c1428d6ef9ef7f36db102942b3	926	8	4	144960.749750	18.714750	14971	TRUE	144960.792250	14937	18.672250	6775	15.806884	3.077020	80.793755	10.056606	80.793755	10.056606
FAR09416_pass_b2a717df_397.fast5	00d23e7a-a993-46f8-91e1-3bf2b30cb0ab	b2a717df255266c1428d6ef9ef7f36db102942b3	933	428	1	49185.007000	6.098500	4878	TRUE	49185.030750	4859	6.074750	1904	15.450088	2.924261	78.407440	9.204351	78.407440	9.204351
FAR09416_pass_b2a717df_1071.fast5	962db7f2-869f-47f0-b065-346f4951fdaa	b2a717df255266c1428d6ef9ef7f36db102942b3	937	167	3	164673.928250	1.899750	1519	TRUE	164673.999500	1462	1.828500	624	14.097394	2.954640	89.827652	9.886155	89.827652	9.886155
FAR09416_pass_b2a717df_1079.fast5	15b7bca9-61e1-437c-827c-c854e41c087b	b2a717df255266c1428d6ef9ef7f36db102942b3	939	34	2	167084.818500	12.044000	9635	TRUE	167084.842250	9616	12.020250	5000	13.921877	3.181687	90.168556	10.227057	90.168556	10.227057
FAR09416_pass_b2a717df_95.fast5	e3066ec0-1133-4e4b-8caf-278eb7956052	b2a717df255266c1428d6ef9ef7f36db102942b3	944	296	3	10821.741750	0.813250	650	TRUE	10821.790500	611	0.764500	267	14.844791	2.935219	67.157677	8.352097	67.157677	8.352097
FAR09416_pass_b2a717df_373.fast5	d819582e-a08b-4899-8338-ab1864f0e9de	b2a717df255266c1428d6ef9ef7f36db102942b3	948	267	1	46197.157250	11.903000	9522	TRUE	46197.192250	9494	11.868000	5015	13.272613	3.157928	66.816772	8.522548	66.816772	8.522548
FAR09416_pass_b2a717df_63.fast5	4dd85be5-c0ac-4644-89bd-e059ab50610d	b2a717df255266c1428d6ef9ef7f36db102942b3	965	339	3	7166.023000	12.862250	10289	TRUE	7166.040500	10275	12.844750	4112	17.939907	2.979989	73.464363	9.545254	73.464363	9.545254
FAR09416_pass_b2a717df_63.fast5	58a8d634-b27d-4179-9cfc-8526028c81dc	b2a717df255266c1428d6ef9ef7f36db102942b3	965	403	1	7195.818000	5.135000	4108	TRUE	7195.848000	4084	5.105000	1981	16.348753	3.159399	73.634811	9.204351	73.634811	9.204351
FAR09416_pass_b2a717df_289.fast5	5ad61673-c416-42d5-b38f-c761eba74c98	b2a717df255266c1428d6ef9ef7f36db102942b3	975	37	4	35178.161500	1.968000	1574	TRUE	35178.195250	1547	1.934250	797	12.517144	3.047118	73.975716	9.033900	73.975716	9.033900
FAR09416_pass_b2a717df_1135.fast5	bf713d42-6d50-493f-bdb6-081c615c88ad	b2a717df255266c1428d6ef9ef7f36db102942b3	989	507	3	186169.874000	4.939000	3951	TRUE	186169.892750	3936	4.920250	1939	14.835667	3.146948	92.384415	10.738410	92.384415	10.738410
FAR09416_pass_b2a717df_333.fast5	24c1c1c6-e8aa-494c-a3b7-bcf0b1238abf	b2a717df255266c1428d6ef9ef7f36db102942b3	990	372	4	40908.579250	8.340500	6672	TRUE	40908.593000	6661	8.326750	2705	13.930535	2.916203	69.543991	10.227057	69.543991	10.227057
FAR09416_pass_b2a717df_80.fast5	cd681bac-607d-4962-b915-8647ad14e916	b2a717df255266c1428d6ef9ef7f36db102942b3	997	12	4	9129.941250	5.474000	4379	TRUE	9129.975000	4352	5.440250	2149	15.076580	3.131109	73.293907	9.204351	73.293907	9.204351
FAR09416_pass_b2a717df_483.fast5	748ad598-0bb3-4e37-926a-9e3df68ec269	b2a717df255266c1428d6ef9ef7f36db102942b3	1022	474	3	60954.264000	2.838750	2271	TRUE	60954.295250	2246	2.807500	1079	11.366693	3.061089	76.873383	10.397509	76.873383	10.397509
FAR09416_pass_b2a717df_605.fast5	9e278c91-9d25-4f8e-8fc5-cd1b083b3058	b2a717df255266c1428d6ef9ef7f36db102942b3	1024	290	2	77907.520500	3.552750	2842	TRUE	77907.543000	2824	3.530250	1317	12.595519	3.014448	77.043831	9.204351	77.043831	9.204351
FAR09416_pass_b2a717df_952.fast5	43c86110-d479-4624-9554-974c8fe47705	b2a717df255266c1428d6ef9ef7f36db102942b3	1036	374	1	137052.904500	51.189250	40951	TRUE	137052.924500	40935	51.169250	20186	12.689816	3.105019	81.986908	10.227057	81.986908	10.227057
FAR09416_pass_b2a717df_867.fast5	fe25c447-c5c6-4f45-a363-c2371a1aef58	b2a717df255266c1428d6ef9ef7f36db102942b3	1044	489	3	120371.287500	4.088750	3271	TRUE	120371.293750	3266	4.082500	1925	14.340437	3.303266	87.100441	9.715705	87.100441	9.715705
FAR09416_pass_b2a717df_1146.fast5	d7ca39dc-5529-4cdd-abbf-f67bd0d5e9c4	b2a717df255266c1428d6ef9ef7f36db102942b3	1049	391	2	192513.637250	1.821750	1457	TRUE	192513.637250	1457	1.821750	420	14.347400	2.646167	85.395927	11.420214	85.395927	11.420214
FAR09416_pass_b2a717df_343.fast5	0d5b9acf-1ad2-4813-b85a-0072562dd2e2	b2a717df255266c1428d6ef9ef7f36db102942b3	1054	40	3	42188.580000	4.759250	3807	TRUE	42188.597500	3793	4.741750	1747	13.670805	3.019314	73.293907	9.545254	73.293907	9.545254
FAR09416_pass_b2a717df_731.fast5	6a0ac941-affe-4c7a-8e54-365dd81aeb13	b2a717df255266c1428d6ef9ef7f36db102942b3	1056	425	2	97051.711750	14.456750	11565	TRUE	97051.794250	11499	14.374250	5842	12.997519	3.116280	66.987228	8.863450	66.987228	8.863450
FAR09416_pass_b2a717df_764.fast5	705503fc-3a4b-48cc-9cfb-173ffef32459	b2a717df255266c1428d6ef9ef7f36db102942b3	1057	343	3	102377.724500	6.282250	5025	TRUE	102377.828250	4942	6.178500	2765	9.820732	3.070792	53.521599	8.011195	53.521599	8.011195
FAR09416_pass_b2a717df_1078.fast5	af3ad4c5-bfd8-4c3c-aab4-1c9a9a7b3f0a	b2a717df255266c1428d6ef9ef7f36db102942b3	1059	287	4	166573.558000	6.710500	5368	TRUE	166573.580500	5350	6.688000	2646	16.688879	3.158628	86.077736	9.886155	86.077736	9.886155
FAR09416_pass_b2a717df_262.fast5	e25b6642-df9b-4d18-8600-df0271b515ef	b2a717df255266c1428d6ef9ef7f36db102942b3	1060	235	4	31560.497500	21.855500	17484	TRUE	31560.563750	17431	21.789250	5957	14.389420	2.783441	69.714439	8.692999	69.714439	8.692999
FAR09416_pass_b2a717df_541.fast5	b977fc92-5743-453c-89a7-e68baf29fdaa	b2a717df255266c1428d6ef9ef7f36db102942b3	1073	498	1	69031.403000	2.178000	1742	TRUE	69031.423000	1726	2.158000	816	15.601128	3.038297	79.089241	10.056606	79.089241	10.056606
FAR09416_pass_b2a717df_538.fast5	c8d63227-eeb2-424a-a111-056e5daf8f10	b2a717df255266c1428d6ef9ef7f36db102942b3	1077	15	3	68605.184500	47.061250	37649	TRUE	68605.215750	37624	47.030000	17896	14.649313	3.090679	71.248497	8.692999	71.248497	8.692999
FAR09416_pass_b2a717df_986.fast5	7703d812-8a02-4c58-8929-e1f814310899	b2a717df255266c1428d6ef9ef7f36db102942b3	1084	420	2	144245.480500	5.387500	4310	TRUE	144245.480500	4310	5.387500	2278	15.323093	3.221517	91.702614	10.738410	91.702614	10.738410
FAR09416_pass_b2a717df_178.fast5	0ddeca03-ac80-4c75-9148-bf33b36bbed5	b2a717df255266c1428d6ef9ef7f36db102942b3	1107	168	2	20870.621000	2.477250	1981	TRUE	20870.656000	1953	2.442250	991	13.749905	3.066949	77.214279	9.715705	77.214279	9.715705
FAR09416_pass_b2a717df_344.fast5	cf5285e2-b9aa-4f86-9ac5-d9b06e2eb7d5	b2a717df255266c1428d6ef9ef7f36db102942b3	1118	173	4	42218.878000	2.322250	1857	TRUE	42218.896750	1842	2.303500	844	10.898858	2.909325	68.009933	8.692999	68.009933	8.692999
FAR09416_pass_b2a717df_615.fast5	8c4edb19-2edb-45c3-acbf-b2e81432afa3	b2a717df255266c1428d6ef9ef7f36db102942b3	1123	488	1	79510.812500	2.947500	2358	TRUE	79510.860000	2320	2.900000	1071	14.515082	3.044934	63.748657	7.840744	63.748657	7.840744
FAR09416_pass_b2a717df_615.fast5	33700ac0-5b49-4473-8a8d-b24d485feea7	b2a717df255266c1428d6ef9ef7f36db102942b3	1123	149	3	79421.406250	2.027250	1621	TRUE	79421.406250	1621	2.027250	789	14.265994	3.020405	75.680222	10.738410	75.680222	10.738410
FAR09416_pass_b2a717df_473.fast5	89b14359-94ec-465a-a43a-ba4e0850e86f	b2a717df255266c1428d6ef9ef7f36db102942b3	1128	391	2	59624.901000	6.460500	5168	TRUE	59624.901000	5168	6.460500	2231	9.904284	2.859008	70.396248	9.204351	70.396248	9.204351
FAR09416_pass_b2a717df_951.fast5	5080aa37-656f-47e6-bf30-c7cf7db71ca1	b2a717df255266c1428d6ef9ef7f36db102942b3	1132	226	3	136962.278250	1.186250	949	TRUE	136962.285750	943	1.178750	396	10.715169	2.811810	57.101070	7.499842	57.101070	7.499842
FAR09416_pass_b2a717df_993.fast5	5e92368e-0621-4604-ad1a-0b61dcd36b6b	b2a717df255266c1428d6ef9ef7f36db102942b3	1136	425	1	145815.121500	4.854250	3883	TRUE	145815.166500	3847	4.809250	2593	12.111567	3.368352	92.043518	10.227057	92.043518	10.227057
FAR09416_pass_b2a717df_1046.fast5	0243dc4c-f4e3-4885-82d6-b69e8fcd81a2	b2a717df255266c1428d6ef9ef7f36db102942b3	1137	62	1	158479.431000	3.758000	3006	TRUE	158479.459750	2983	3.729250	1639	13.946253	3.157480	63.066853	7.840744	63.066853	7.840744
FAR09416_pass_b2a717df_833.fast5	84bdaf1f-084c-4f16-aaef-570104858854	b2a717df255266c1428d6ef9ef7f36db102942b3	1142	429	1	114239.911750	5.201250	4161	TRUE	114239.924250	4151	5.188750	2083	13.616489	3.130918	74.316620	9.545254	74.316620	9.545254
FAR09416_pass_b2a717df_611.fast5	1f57c97a-8cb1-4971-b390-b37ab9cb25e1	b2a717df255266c1428d6ef9ef7f36db102942b3	1154	212	4	78923.545750	41.981000	33584	TRUE	78923.569500	33565	41.957250	16496	11.583604	3.073136	77.043831	9.715705	77.043831	9.715705
FAR09416_pass_b2a717df_611.fast5	950b5ab2-e312-4245-80e1-e8e143caafa7	b2a717df255266c1428d6ef9ef7f36db102942b3	1154	146	4	78835.217500	1.738250	1390	TRUE	78835.297500	1326	1.658250	608	16.148653	3.035418	88.464043	10.397509	88.464043	10.397509
FAR09416_pass_b2a717df_174.fast5	b2ba4871-9b0b-4fbd-8029-c8f2af15118e	b2a717df255266c1428d6ef9ef7f36db102942b3	1161	482	3	20398.834750	8.775500	7020	TRUE	20398.862250	6998	8.748000	3394	15.977892	3.140518	72.782555	9.033900	72.782555	9.033900
FAR09416_pass_b2a717df_1171.fast5	b623a7b3-317c-421e-a838-4d8ec6c0d842	b2a717df255266c1428d6ef9ef7f36db102942b3	1163	314	3	214013.612000	15.118250	12094	TRUE	214013.612000	12094	15.118250	5797	14.356555	3.117940	91.191261	10.567959	91.191261	10.567959
FAR09416_pass_b2a717df_276.fast5	67919b7a-68d4-4e2e-927c-8f0b8c1e9db2	b2a717df255266c1428d6ef9ef7f36db102942b3	1164	264	2	33307.679750	4.222000	3377	TRUE	33307.707250	3355	4.194500	2027	11.927046	3.260885	72.782555	8.692999	72.782555	8.692999
